name,position,college,draft_year,ras,metrics_used,forty,vertical,broad_jump,shuttle,cone,bench,ht_inches,wt_lbs,pfr_id,source
Bennie Fowler,WR,Michigan State,2014,5.75,7,4.52,36.0,126.0,4.18,7.06,,73.0,217.0,FowlBe00,nflverse-combine-derived
Austin Franklin,WR,New Mexico State,2014,4.3,8,4.56,36.0,124.0,4.33,7.07,7.0,71.0,189.0,FranAu00,nflverse-combine-derived
Devonta Freeman,RB,Florida State,2014,4.85,7,4.58,31.5,118.0,4.26,7.11,,68.0,206.0,FreeDe00,nflverse-combine-derived
Tyler Gaffney,RB,Stanford,2014,6.23,7,4.49,36.5,116.0,4.18,6.78,,71.0,220.0,GaffTy00,nflverse-combine-derived
Jeremy Gallon,WR,Michigan,2014,3.81,4,4.49,,,,,15.0,67.0,185.0,GallJe00,nflverse-combine-derived
Jimmy Garoppolo,QB,East. Illinois,2014,4.79,7,4.97,30.5,110.0,4.26,7.04,,74.0,226.0,GaroJi00,nflverse-combine-derived
Crockett Gillmore,TE,Colorado State,2014,5.0,7,4.89,33.5,120.0,4.44,7.42,,78.0,260.0,GillCr00,nflverse-combine-derived
Ryan Grant,WR,Tulane,2014,4.84,8,4.64,35.5,119.0,4.11,6.68,8.0,72.0,199.0,GranRy01,nflverse-combine-derived
Marion Grice,RB,Arizona State,2014,5.29,3,4.67,,,,,,72.0,208.0,GricMa00,nflverse-combine-derived
Xavier Grimble,TE,USC,2014,3.69,5,4.76,26.5,113.0,,,,76.0,257.0,GrimXa00,nflverse-combine-derived
Matt Hazel,WR,Coastal Carolina,2014,5.1,8,4.5,36.5,118.0,4.2,7.08,15.0,73.0,198.0,HazeMa01,nflverse-combine-derived
Robert Herron,WR,Wyoming,2014,5.14,8,4.48,35.5,125.0,4.27,6.84,18.0,69.0,193.0,HerrRo00,nflverse-combine-derived
Ryan Hewitt,RB,Stanford,2014,5.73,7,4.87,33.0,109.0,4.35,7.04,,76.0,246.0,HewiRy00,nflverse-combine-derived
Jeremy Hill,RB,LSU,2014,5.12,6,4.56,29.0,113.0,,,20.0,73.0,233.0,HillJe01,nflverse-combine-derived
Cody Hoffman,WR,BYU,2014,4.61,8,4.65,27.5,108.0,4.2,6.89,13.0,76.0,223.0,HoffCo00,nflverse-combine-derived
Josh Huff,WR,Oregon,2014,4.63,6,4.51,35.5,116.0,,,14.0,71.0,206.0,HuffJo00,nflverse-combine-derived
Allen Hurns,WR,Miami (FL),2014,4.19,8,4.55,31.0,120.0,4.5,7.23,14.0,73.0,198.0,HurnAl01,nflverse-combine-derived
Carlos Hyde,RB,Ohio State,2014,5.35,6,4.62,34.5,114.0,,,19.0,72.0,230.0,HydeCa00,nflverse-combine-derived
Nic Jacobs,TE,McNeese State,2014,4.51,4,4.89,,,,,15.0,77.0,269.0,JacoNi00,nflverse-combine-derived
Jeff Janis,WR,Saginaw Valley State,2014,6.86,8,4.42,37.5,123.0,3.98,6.64,20.0,75.0,219.0,JaniJe00,nflverse-combine-derived
Marcel Jensen,TE,Fresno State,2014,5.03,8,4.85,35.0,115.0,4.6,7.38,24.0,78.0,259.0,JensMa01,nflverse-combine-derived
Storm Johnson,RB,Central Florida,2014,5.18,6,4.6,35.5,118.0,,,16.0,72.0,209.0,JohnSt03,nflverse-combine-derived
T.J. Jones,WR,Notre Dame,2014,5.0,7,4.46,33.0,119.0,4.27,6.82,,72.0,188.0,JoneT.00,nflverse-combine-derived
Reggie Jordan,RB,Missouri Western State,2014,5.66,8,4.77,30.0,116.0,4.3,7.22,24.0,75.0,240.0,JordRe00,nflverse-combine-derived
Henry Josey,RB,Missouri,2014,5.29,8,4.43,34.5,118.0,4.13,7.07,20.0,68.0,194.0,JoseHe00,nflverse-combine-derived
"Odell Beckham, Jr.",WR,LSU,2014,5.66,8,4.38,38.5,122.0,3.94,6.69,7.0,71.0,198.0,BeckOd00,nflverse-combine-derived
"James Wilder, Jr.",RB,Florida State,2014,6.27,8,4.65,35.0,121.0,4.24,6.92,18.0,75.0,232.0,WildJa01,nflverse-combine-derived
Jarvis Landry,WR,LSU,2014,3.29,6,4.65,28.5,110.0,,,12.0,71.0,205.0,LandJa00,nflverse-combine-derived
Cody Latimer,WR,Indiana,2014,6.6,4,4.52,,,,,23.0,74.0,215.0,LatiCo00,nflverse-combine-derived
Marqise Lee,WR,USC,2014,5.73,6,4.52,38.0,127.0,4.01,,,72.0,192.0,LeexMa00,nflverse-combine-derived
A.C. Leonard,TE,Tennessee State,2014,5.33,6,4.5,34.0,128.0,,,20.0,74.0,252.0,,nflverse-combine-derived
Marcus Lucas,WR,Missouri,2014,5.82,8,4.6,36.0,124.0,4.25,7.07,20.0,76.0,218.0,LucaMa01,nflverse-combine-derived
Colt Lyerla,TE,Oregon,2014,5.47,6,4.61,39.0,128.0,,,15.0,76.0,242.0,LyerCo00,nflverse-combine-derived
Arthur Lynch,TE,Georgia,2014,5.06,8,4.82,29.5,116.0,4.35,7.38,28.0,77.0,258.0,LyncAr00,nflverse-combine-derived
Jordan Lynch,QB,Northern Illinois,2014,5.14,7,4.76,29.5,109.0,4.2,6.55,,72.0,217.0,LyncJo01,nflverse-combine-derived
Johnny Manziel,QB,Texas A&M,2014,5.41,7,4.68,31.5,113.0,4.03,6.75,,72.0,207.0,ManzJo00,nflverse-combine-derived
Tre Mason,RB,Auburn,2014,5.86,6,4.5,38.5,126.0,4.15,,,68.0,207.0,MasoTr00,nflverse-combine-derived
Jeff Mathews,QB,Cornell,2014,3.9,7,5.26,25.5,105.0,4.36,7.14,,76.0,223.0,,nflverse-combine-derived
Jordan Matthews,WR,Vanderbilt,2014,6.0,8,4.46,35.5,120.0,4.18,6.95,21.0,75.0,212.0,MattJo00,nflverse-combine-derived
A.J. McCarron,QB,Alabama,2014,4.1,7,4.94,28.0,99.0,4.34,7.18,,75.0,220.0,McCaA.00,nflverse-combine-derived
Jerick McKinnon,RB,Georgia Southern,2014,7.1,8,4.41,40.5,132.0,4.12,6.83,32.0,69.0,209.0,McKiJe00,nflverse-combine-derived
Zach Mettenberger,QB,LSU,2014,5.67,2,,,,,,,77.0,224.0,MettZa00,nflverse-combine-derived
Trey Millard,RB,Oklahoma,2014,7.14,3,4.64,,,,,,74.0,247.0,MillTr00,nflverse-combine-derived
Donte Moncrief,WR,Mississippi,2014,6.17,8,4.4,39.5,132.0,4.3,7.02,13.0,74.0,221.0,MoncDo00,nflverse-combine-derived
Stephen Morris,QB,Miami (FL),2014,4.42,7,4.63,30.0,111.0,4.49,7.36,,74.0,213.0,MorrSt00,nflverse-combine-derived
Adam Muema,RB,San Diego State,2014,4.85,3,4.56,,,,,,70.0,202.0,,nflverse-combine-derived
Jake Murphy,TE,Utah,2014,5.14,8,4.79,33.0,114.0,4.27,7.18,24.0,76.0,249.0,MurpJa01,nflverse-combine-derived
Aaron Murray,QB,Georgia,2014,3.22,3,4.84,,,,,,72.0,207.0,MurrAa00,nflverse-combine-derived
Jordan Najvar,TE,Baylor,2014,4.77,8,4.93,32.5,112.0,4.47,7.14,18.0,78.0,256.0,NajvJo01,nflverse-combine-derived
Troy Niklas,TE,Notre Dame,2014,4.93,8,4.84,32.0,114.0,4.55,7.57,27.0,78.0,270.0,NiklTr00,nflverse-combine-derived
Kevin Norwood,WR,Alabama,2014,4.99,8,4.48,33.0,121.0,4.32,6.68,8.0,74.0,198.0,NorwKe00,nflverse-combine-derived
Jacob Pedersen,TE,Wisconsin,2014,3.56,7,4.82,28.5,111.0,4.4,7.55,,75.0,238.0,PedeJa00,nflverse-combine-derived
LaDarius Perkins,RB,Mississippi State,2014,5.32,8,4.46,35.5,124.0,4.3,7.08,23.0,67.0,195.0,PerkLa00,nflverse-combine-derived
Silas Redd,RB,USC,2014,5.18,6,4.7,37.0,122.0,,,18.0,70.0,212.0,ReddSi00,nflverse-combine-derived
Tevin Reese,WR,Baylor,2014,5.78,7,4.46,41.0,132.0,4.18,6.63,,70.0,163.0,ReesTe00,nflverse-combine-derived
Bryn Renner,QB,North Carolina,2014,4.47,7,4.87,25.5,108.0,4.3,7.22,,75.0,228.0,RennBr01,nflverse-combine-derived
Paul Richardson,WR,Colorado,2014,5.27,6,4.4,38.0,124.0,,7.09,,72.0,175.0,RichPa01,nflverse-combine-derived
Allen Robinson,WR,Penn State,2014,6.39,7,4.6,39.0,127.0,4.0,7.0,,75.0,220.0,RobiAl02,nflverse-combine-derived
Richard Rodgers,TE,California,2014,4.5,8,4.87,31.5,116.0,4.47,7.23,16.0,76.0,257.0,RodgRi00,nflverse-combine-derived
Bishop Sankey,RB,Washington,2014,6.43,8,4.49,35.5,126.0,4.0,6.75,26.0,69.0,209.0,SankBi00,nflverse-combine-derived
Jalen Saunders,WR,Oklahoma,2014,4.0,5,4.44,34.0,122.0,,,,69.0,165.0,SaunJa00,nflverse-combine-derived
Tom Savage,QB,Pittsburgh,2014,4.28,7,4.97,27.0,105.0,4.36,7.33,,76.0,228.0,SavaTo00,nflverse-combine-derived
Lache Seastrunk,RB,Baylor,2014,5.96,6,4.51,41.5,134.0,,,15.0,69.0,201.0,SeasLa00,nflverse-combine-derived
Austin Seferian-Jenkins,TE,Washington,2014,5.17,4,4.75,,,,,20.0,77.0,262.0,SefeAu00,nflverse-combine-derived
Connor Shaw,QB,South Carolina,2014,4.93,7,4.66,34.0,116.0,4.33,7.07,,72.0,206.0,ShawCo00,nflverse-combine-derived
Charles Sims,RB,West Virginia,2014,6.0,8,4.48,37.5,126.0,4.3,7.16,17.0,72.0,214.0,SimsCh00,nflverse-combine-derived
Jerome Smith,RB,Syracuse,2014,4.44,8,4.84,36.0,118.0,4.6,7.53,14.0,71.0,220.0,SmitJe02,nflverse-combine-derived
Willie Snead,WR,Ball State,2014,3.76,8,4.62,33.5,113.0,4.39,7.19,11.0,71.0,195.0,SneaWi00,nflverse-combine-derived
Josh Stewart,WR,Oklahoma State,2014,3.69,8,4.69,35.0,117.0,4.33,7.1,11.0,70.0,178.0,StewJo04,nflverse-combine-derived
Devin Street,WR,Pittsburgh,2014,6.03,7,4.55,37.0,124.0,4.01,6.89,,75.0,198.0,StreDe00,nflverse-combine-derived
Lorenzo Taliaferro,RB,Coastal Carolina,2014,5.79,8,4.58,33.0,118.0,4.22,6.88,18.0,72.0,229.0,TaliLo00,nflverse-combine-derived
De'Anthony Thomas,RB,Oregon,2014,4.06,6,4.39,32.0,124.0,,,8.0,69.0,174.0,ThomDe05,nflverse-combine-derived
Logan Thomas,QB,Virginia Tech,2014,6.88,7,4.61,35.5,118.0,4.18,7.05,,78.0,248.0,ThomLo00,nflverse-combine-derived
D.J. Tialavea,TE,Utah State,2014,3.72,3,4.95,,,,,,75.0,267.0,TialD.00,nflverse-combine-derived
Dustin Vaughan,QB,West Texas A&M,2014,4.76,7,4.95,29.0,108.0,4.43,7.25,,77.0,235.0,VaugDu00,nflverse-combine-derived
L'Damian Washington,WR,Missouri,2014,4.43,8,4.46,32.0,115.0,4.35,7.19,8.0,76.0,195.0,WashLD01,nflverse-combine-derived
Sammy Watkins,WR,Clemson,2014,5.51,8,4.43,34.0,126.0,4.34,6.95,16.0,73.0,211.0,WatkSa00,nflverse-combine-derived
Larry Webster,TE,Bloomsburg,2014,5.72,8,4.58,36.5,123.0,4.44,7.29,17.0,78.0,252.0,WebsLa00,nflverse-combine-derived
Keith Wenning,QB,Ball State,2014,4.26,7,5.0,28.0,100.0,4.25,7.07,,75.0,218.0,WennKe00,nflverse-combine-derived
Terrance West,RB,Towson,2014,4.92,6,4.56,33.5,120.0,,,16.0,69.0,225.0,WestTe00,nflverse-combine-derived
James White,RB,Wisconsin,2014,5.09,8,4.57,32.0,114.0,4.2,7.05,23.0,69.0,204.0,WhitJa02,nflverse-combine-derived
Andre Williams,RB,Boston Col.,2014,6.66,7,4.56,38.0,129.0,4.06,7.27,,71.0,230.0,WillAn00,nflverse-combine-derived
Damien Williams,RB,Oklahoma,2014,5.59,8,4.45,35.5,121.0,4.25,7.37,16.0,71.0,222.0,WillDa05,nflverse-combine-derived
Albert Wilson,WR,Georgia State,2014,4.94,8,4.43,37.5,123.0,4.21,7.0,10.0,69.0,202.0,WilsAl02,nflverse-combine-derived
Ameer Abdullah,RB,Nebraska,2015,6.84,8,4.6,42.5,130.0,3.95,6.79,24.0,69.0,205.0,AbduAm00,nflverse-combine-derived
Nelson Agholor,WR,USC,2015,5.08,4,4.42,,,,,12.0,72.0,198.0,AghoNe00,nflverse-combine-derived
Jay Ajayi,RB,Boise State,2015,6.28,8,4.57,39.0,121.0,4.1,7.1,19.0,72.0,221.0,AjayJa00,nflverse-combine-derived
Mario Alford,WR,West Virginia,2015,4.93,8,4.43,34.0,121.0,4.07,6.64,13.0,68.0,180.0,AlfoMa00,nflverse-combine-derived
Javorius Allen,RB,USC,2015,5.65,8,4.53,35.5,121.0,4.28,6.96,11.0,72.0,221.0,AlleJa01,nflverse-combine-derived
Dres Anderson,WR,Utah,2015,4.62,4,4.54,,,,,13.0,73.0,187.0,AndeDr00,nflverse-combine-derived
Rory Anderson,TE,South Carolina,2015,4.66,3,4.73,,,,,,77.0,244.0,AndeRo01,nflverse-combine-derived
Cameron Artis-Payne,RB,Auburn,2015,5.63,6,4.53,36.5,118.0,,7.13,,70.0,212.0,ArtiCa00,nflverse-combine-derived
Blake Bell,TE,Oklahoma,2015,5.39,8,4.8,33.0,116.0,4.32,6.85,14.0,78.0,252.0,BellBl00,nflverse-combine-derived
Kenny Bell,WR,Nebraska,2015,5.95,8,4.42,41.5,129.0,4.15,6.66,7.0,73.0,197.0,BellKe02,nflverse-combine-derived
Bryan Bennett,QB,SE Louisiana,2015,5.7,7,4.81,37.0,125.0,4.2,7.13,,74.0,211.0,,nflverse-combine-derived
E.J. Bibbs,TE,Iowa State,2015,3.85,4,4.88,,,,,20.0,74.0,258.0,BibbE.00,nflverse-combine-derived
Anthony Boone,QB,Duke,2015,2.96,7,5.03,26.5,100.0,4.62,7.47,,72.0,231.0,BoonAn00,nflverse-combine-derived
Nick Boyle,TE,Pittsburgh,2015,4.69,8,5.04,30.5,112.0,4.23,7.13,20.0,76.0,268.0,BoylNi00,nflverse-combine-derived
Brandon Bridge,QB,South Alabama,2015,5.33,7,4.72,33.0,110.0,4.37,7.18,,76.0,229.0,BridBr00,nflverse-combine-derived
Da'Ron Brown,WR,Northern Illinois,2015,5.36,8,4.54,37.0,120.0,4.11,7.04,17.0,72.0,205.0,BrowDa03,nflverse-combine-derived
Dominique Brown,RB,Louisville,2015,6.08,4,4.63,,,,,17.0,74.0,234.0,BrowDo01,nflverse-combine-derived
Malcolm Brown,RB,Texas,2015,5.79,8,4.62,34.5,117.0,4.15,6.86,19.0,71.0,224.0,BrowMa03,nflverse-combine-derived
Michael Burton,RB,Rutgers,2015,5.55,8,4.65,33.0,115.0,4.34,7.2,25.0,71.0,242.0,BurtMi00,nflverse-combine-derived
Shane Carden,QB,East Carolina,2015,4.05,7,4.94,29.5,104.0,4.45,7.17,,74.0,218.0,CardSh00,nflverse-combine-derived
B.J. Catalon,RB,TCU,2015,5.01,7,4.57,36.0,114.0,4.15,6.9,,67.0,186.0,CataB.00,nflverse-combine-derived
Gerald Christian,TE,Louisville,2015,4.05,6,4.87,,,4.7,7.62,28.0,75.0,244.0,ChriGe00,nflverse-combine-derived
Kaelin Clay,WR,Utah,2015,4.16,8,4.51,33.0,113.0,4.26,6.97,10.0,70.0,195.0,ClayKa00,nflverse-combine-derived
Sammie Coates,WR,Auburn,2015,6.78,8,4.43,41.0,131.0,4.06,6.98,23.0,73.0,212.0,CoatSa00,nflverse-combine-derived
David Cobb,RB,Minnesota,2015,5.47,6,4.81,38.5,121.0,,,17.0,71.0,229.0,CobbDa00,nflverse-combine-derived
Tevin Coleman,RB,Indiana,2015,5.69,4,4.4,,,,,22.0,71.0,206.0,ColeTe01,nflverse-combine-derived
Chris Conley,WR,Georgia,2015,6.94,8,4.35,45.0,139.0,4.3,7.06,18.0,74.0,213.0,ConlCh00,nflverse-combine-derived
Amari Cooper,WR,Alabama,2015,6.09,7,4.42,33.0,120.0,3.98,6.71,,73.0,211.0,CoopAm00,nflverse-combine-derived
John Crockett,RB,North Dakota State,2015,6.01,8,4.62,40.0,125.0,4.25,7.15,15.0,72.0,217.0,CrocJo00,nflverse-combine-derived
Jamison Crowder,WR,Duke,2015,3.8,8,4.56,37.0,115.0,4.32,7.17,10.0,68.0,185.0,CrowJa00,nflverse-combine-derived
DaVaris Daniels,WR,Notre Dame,2015,4.84,6,4.62,37.0,122.0,,,13.0,73.0,201.0,,nflverse-combine-derived
Devante Davis,WR,UNLV,2015,5.27,8,4.57,35.5,115.0,4.12,7.25,16.0,75.0,220.0,,nflverse-combine-derived
Geremy Davis,WR,Connecticut,2015,6.27,8,4.49,36.5,124.0,4.18,6.86,23.0,74.0,216.0,DaviGe00,nflverse-combine-derived
Mike Davis,RB,South Carolina,2015,5.22,8,4.61,34.0,116.0,4.18,7.0,17.0,69.0,217.0,DaviMi01,nflverse-combine-derived
Titus Davis,WR,Central Michigan,2015,4.74,7,4.51,32.5,119.0,4.28,7.14,,73.0,196.0,DaviTi00,nflverse-combine-derived
AJ Derby,TE,Arkansas,2015,4.43,4,4.72,,,,,15.0,76.0,255.0,,nflverse-combine-derived
Stefon Diggs,WR,Maryland,2015,4.81,7,4.46,35.0,115.0,4.32,7.03,,72.0,195.0,DiggSt00,nflverse-combine-derived
Phillip Dorsett,WR,Miami (FL),2015,5.49,8,4.33,37.0,122.0,4.11,6.7,13.0,70.0,185.0,DorsPh00,nflverse-combine-derived
Michael Dyer,RB,Louisville,2015,5.19,6,4.58,34.0,120.0,,,26.0,68.0,218.0,DyerMi00,nflverse-combine-derived
Jahwan Edwards,RB,Ball State,2015,4.33,8,4.8,35.5,117.0,4.5,7.63,16.0,69.0,220.0,EdwaJa00,nflverse-combine-derived
Cody Fajardo,QB,Nevada,2015,5.79,7,4.63,32.5,118.0,4.1,6.95,,73.0,223.0,FajaCo00,nflverse-combine-derived
Jalston Fowler,RB,Alabama,2015,4.96,8,4.94,33.5,114.0,4.4,7.56,23.0,71.0,254.0,FowlJa00,nflverse-combine-derived
Devin Funchess,WR,Michigan,2015,5.93,6,4.7,38.5,122.0,,,17.0,76.0,232.0,FuncDe00,nflverse-combine-derived
Antwan Goodley,WR,Baylor,2015,5.46,3,4.44,,,,,,70.0,209.0,GoodAn01,nflverse-combine-derived
Melvin Gordon,RB,Wisconsin,2015,6.33,8,4.52,35.0,126.0,4.07,7.04,19.0,73.0,215.0,GordMe00,nflverse-combine-derived
Garrett Grayson,QB,Colorado State,2015,4.38,3,4.75,,,,,,74.0,213.0,GrayGa00,nflverse-combine-derived
Dorial Green-Beckham,WR,Oklahoma,2015,5.63,8,4.49,33.5,119.0,4.45,6.89,13.0,77.0,237.0,GreeDo00,nflverse-combine-derived
Rashad Greene,WR,Florida State,2015,5.15,7,4.53,36.5,122.0,4.12,6.88,,71.0,182.0,GreeRa00,nflverse-combine-derived
Todd Gurley,RB,Georgia,2015,5.84,4,4.52,,,,,17.0,73.0,222.0,GurlTo01,nflverse-combine-derived
Rannell Hall,WR,Central Florida,2015,5.85,8,4.6,41.0,132.0,4.15,6.86,16.0,72.0,198.0,HallRa02,nflverse-combine-derived
Connor Halliday,QB,Washington State,2015,4.02,3,4.87,,,,,,75.0,204.0,HallCo00,nflverse-combine-derived
Justin Hardy,WR,East Carolina,2015,4.68,8,4.56,36.5,114.0,4.21,6.63,11.0,70.0,192.0,HardJu00,nflverse-combine-derived
Josh Harper,WR,Fresno State,2015,3.78,8,4.64,32.0,108.0,4.36,7.15,13.0,73.0,191.0,HarpJo00,nflverse-combine-derived
Dee Hart,RB,Colorado State,2015,4.04,7,4.8,33.0,113.0,4.38,7.2,,67.0,199.0,HartDe00,nflverse-combine-derived
Braylon Heard,RB,Kentucky,2015,4.53,8,4.63,30.5,116.0,4.4,7.19,19.0,70.0,198.0,,nflverse-combine-derived
Jeff Heuerman,TE,Ohio State,2015,5.28,4,4.81,,,,,26.0,77.0,254.0,HeueJe00,nflverse-combine-derived
Kenny Hilliard,RB,LSU,2015,4.43,7,4.83,27.0,111.0,4.4,7.17,,72.0,226.0,HillKe01,nflverse-combine-derived
Brett Hundley,QB,UCLA,2015,6.6,7,4.63,36.0,120.0,3.98,6.93,,75.0,226.0,HundBr00,nflverse-combine-derived
Joey Iosefa,RB,Hawaii,2015,5.2,8,5.02,31.5,110.0,4.33,7.24,30.0,72.0,247.0,IoseJo00,nflverse-combine-derived
Jesse James,TE,Penn State,2015,5.61,8,4.83,37.5,121.0,4.5,7.53,26.0,79.0,261.0,JameJe00,nflverse-combine-derived
Gus Johnson,RB,Stephen F. Austin,2015,5.86,8,4.7,36.5,120.0,4.13,7.09,26.0,70.0,215.0,,nflverse-combine-derived
David Johnson,RB,New Mexico,2015,7.08,8,4.5,41.5,127.0,4.27,6.82,25.0,73.0,224.0,JohnDa08,nflverse-combine-derived
Duke Johnson,RB,Miami (FL),2015,4.95,5,4.54,33.5,121.0,,,,69.0,207.0,JohnDu00,nflverse-combine-derived
Christion Jones,WR,Alabama,2015,3.96,8,4.63,32.5,119.0,4.19,6.91,8.0,70.0,182.0,JoneCh08,nflverse-combine-derived
Matt Jones,RB,Florida,2015,5.5,7,4.61,31.5,112.0,4.2,,20.0,74.0,231.0,JoneMa04,nflverse-combine-derived
Ben Koyack,TE,Notre Dame,2015,4.75,3,4.79,,,,,,77.0,255.0,KoyaBe00,nflverse-combine-derived
Tyler Kroft,TE,Rutgers,2015,4.57,4,4.75,,,,,17.0,77.0,246.0,KrofTy00,nflverse-combine-derived
Jeremy Langford,RB,Michigan State,2015,5.69,7,4.42,34.5,118.0,4.32,7.22,,72.0,208.0,LangJe00,nflverse-combine-derived
Dez Lewis,WR,Central Arkansas,2015,5.22,8,4.58,33.5,119.0,4.28,7.11,16.0,76.0,214.0,,nflverse-combine-derived
Tony Lippett,WR,Michigan State,2015,4.72,8,4.61,36.0,114.0,4.13,6.92,10.0,74.0,192.0,LippTo00,nflverse-combine-derived
Tyler Lockett,WR,Kansas State,2015,5.28,7,4.4,35.5,121.0,4.07,6.89,,70.0,182.0,LockTy00,nflverse-combine-derived
Deon Long,WR,Maryland,2015,4.68,8,4.51,34.0,120.0,4.27,6.98,12.0,72.0,192.0,LongDe00,nflverse-combine-derived
Jerry Lovelocke,QB,Prairie View,2015,4.92,7,4.99,31.5,113.0,4.51,7.3,,76.0,248.0,,nflverse-combine-derived
Donatella Luckett,WR,Harding,2015,4.57,8,4.4,34.0,118.0,4.5,7.51,17.0,72.0,211.0,,nflverse-combine-derived
Terrence Magee,RB,LSU,2015,4.85,8,4.62,37.0,115.0,4.37,7.52,22.0,68.0,213.0,MageTe00,nflverse-combine-derived
Sean Mannion,QB,Oregon State,2015,4.6,7,5.14,31.0,105.0,4.39,7.29,,78.0,229.0,MannSe00,nflverse-combine-derived
Marcus Mariota,QB,Oregon,2015,6.74,7,4.52,36.0,121.0,4.11,6.87,,76.0,222.0,MariMa01,nflverse-combine-derived
Vince Mayle,WR,Washington State,2015,5.46,7,4.67,35.5,117.0,4.13,6.93,,74.0,224.0,MaylVi00,nflverse-combine-derived
Tre McBride,WR,William & Mary,2015,5.86,8,4.41,38.0,122.0,4.08,6.96,16.0,72.0,210.0,McBrTr00,nflverse-combine-derived
Ty Montgomery,WR,Stanford,2015,5.81,7,4.55,40.5,121.0,4.21,6.97,,72.0,221.0,MontTy01,nflverse-combine-derived
Keith Mumphery,WR,Michigan State,2015,5.03,7,4.54,32.5,121.0,4.25,7.07,,72.0,215.0,MumpKe00,nflverse-combine-derived
Marcus Murphy,RB,Missouri,2015,3.45,7,4.61,29.0,109.0,4.4,,11.0,69.0,198.0,MurpMa03,nflverse-combine-derived
J.J. Nelson,WR,Ala-Birmingham,2015,5.19,7,4.28,36.0,127.0,4.15,7.02,,70.0,156.0,NelsJJ00,nflverse-combine-derived
Nick O'Leary,TE,Florida State,2015,3.94,8,4.93,30.5,110.0,4.5,7.4,21.0,75.0,252.0,OLeaNi00,nflverse-combine-derived
DeVante Parker,WR,Louisville,2015,6.03,6,4.45,36.5,125.0,,,17.0,75.0,209.0,ParkDe01,nflverse-combine-derived
Breshad Perriman,WR,Central Florida,2015,6.68,2,,,,,,,74.0,212.0,PerrBr02,nflverse-combine-derived
Bryce Petty,QB,Baylor,2015,6.04,7,4.87,34.0,121.0,4.13,6.91,,75.0,230.0,PettBr01,nflverse-combine-derived
MyCole Pruitt,TE,Southern Illinois,2015,5.19,8,4.58,38.0,118.0,4.37,7.25,17.0,74.0,251.0,PruiMy00,nflverse-combine-derived
Thomas Rawls,RB,Central Michigan,2015,4.6,6,4.65,35.5,116.0,,,15.0,69.0,215.0,RawlTh00,nflverse-combine-derived
Josh Robinson,RB,Mississippi State,2015,4.25,6,4.7,32.0,113.0,,,21.0,68.0,217.0,RobiJo02,nflverse-combine-derived
Ezell Ruffin,WR,San Diego State,2015,3.5,8,4.68,27.5,110.0,4.58,7.35,17.0,72.0,218.0,RuffEz00,nflverse-combine-derived
Wes Saxton,TE,South Alabama,2015,5.01,7,4.65,36.0,119.0,4.49,7.29,,75.0,248.0,SaxtWe01,nflverse-combine-derived
Ross Scheuerman,WR,Lafayette,2015,4.84,8,4.62,33.0,121.0,4.11,7.08,15.0,72.0,204.0,,nflverse-combine-derived
Jean Sifrin,TE,Massachusetts,2015,4.18,7,4.84,33.0,114.0,4.6,7.5,,77.0,245.0,SifrJe00,nflverse-combine-derived
Blake Sims,QB,Alabama,2015,4.41,5,4.57,30.5,115.0,,,,71.0,218.0,SimsBl01,nflverse-combine-derived
DeAndre Smelter,WR,Georgia Tech,2015,6.65,3,4.52,,,,,,74.0,226.0,SmelDe00,nflverse-combine-derived
Devin Smith,WR,Ohio State,2015,5.23,7,4.42,39.0,122.0,4.15,,10.0,72.0,196.0,SmitDe04,nflverse-combine-derived
Jaelen Strong,WR,Arizona State,2015,6.67,5,4.44,42.0,123.0,,,,74.0,217.0,StroJa01,nflverse-combine-derived
Randall Telfer,TE,USC,2015,4.38,4,4.83,,,,,20.0,76.0,250.0,TelfRa00,nflverse-combine-derived
Eric Tomlinson,TE,Texas-El Paso,2015,4.23,8,4.98,30.5,110.0,4.54,7.46,19.0,78.0,263.0,TomlEr01,nflverse-combine-derived
Tyler Varga,RB,Yale,2015,5.45,4,4.69,,,,,23.0,71.0,222.0,VargTy00,nflverse-combine-derived
Clive Walford,TE,Miami (FL),2015,4.86,8,4.79,35.0,120.0,4.57,7.32,20.0,76.0,251.0,WalfCl00,nflverse-combine-derived
Darren Waller,WR,Georgia Tech,2015,6.23,8,4.46,37.0,125.0,4.25,7.07,12.0,78.0,238.0,WallDa01,nflverse-combine-derived
DeAndrew White,WR,Alabama,2015,5.05,7,4.44,34.5,118.0,4.18,6.97,,71.0,193.0,WhitDe01,nflverse-combine-derived
Kevin White,WR,West Virginia,2015,6.59,8,4.35,36.5,123.0,4.14,6.92,23.0,75.0,215.0,WhitKe00,nflverse-combine-derived
Karlos Williams,RB,Florida State,2015,5.48,8,4.48,33.5,117.0,4.46,7.16,16.0,73.0,230.0,WillKa01,nflverse-combine-derived
Maxx Williams,TE,Minnesota,2015,4.84,8,4.78,34.5,117.0,4.37,7.3,17.0,76.0,249.0,WillMa04,nflverse-combine-derived
Trey Williams,RB,Texas A&M,2015,5.17,8,4.49,33.5,119.0,4.12,6.84,18.0,67.0,195.0,WillTr03,nflverse-combine-derived
Jameis Winston,QB,Florida State,2015,4.53,7,4.97,28.5,103.0,4.36,7.16,,76.0,231.0,WinsJa00,nflverse-combine-derived
Cam Worthy,WR,East Carolina,2015,5.13,4,4.59,,,,,12.0,74.0,211.0,WortCa00,nflverse-combine-derived
